student_id,student_name,grade,school_name,reading_score,math_score,school_type
41895546,John Diaz,9th,Turner High School,76.9,78.4,Public
51912587,Haley Anderson,9th,Chang High School,86.7,87.4,Public
43239210,Albert Hawkins,10th,Fisher High School,84.3,54.2,Public
20617855,Joshua Sharp,10th,Fisher High School,74.9,81.8,Public
59246886,Olivia Hess,9th,Campbell High School,71.1,55.2,Public
104426797,Virginia Underwood,11th,Fisher High School,88,47,Public
22428987,Charles Andrews,11th,Richard High School,84.8,72.2,Charter
26192879,Matthew Yoder,9th,Chang High School,,83.1,Public
88252812,Emily Robinson,11th,Fisher High School,74,37.3,Public
105999346,Brittany Griffin,9th,Campbell High School,87.8,26.9,Public
108567746,Sarah Wilson,12th,Fisher High School,96.4,40.2,Public
108259300,Patricia Williams,12th,Chang High School,78.1,86.4,Public
33957175,Hunter Davis,9th,Turner High School,79.8,68.5,Public
67494031,Ann Martinez,12th,Turner High School,56.2,54.6,Public
101779418,John Ayers,12th,Campbell High School,91.8,,Public
34828915,Jillian Harris,10th,Richard High School,66.2,44.7,Charter
106545922,Morgan Griffin,10th,Bowers High School,69.7,83.9,Public
109055192,Donald Frederick,12th,Bowers High School,57.3,88.5,Public
15270540,Christopher Frost,9th,Montgomery High School,,42.1,Public
54798779,Tara Johnson,9th,Turner High School,94.5,64.1,Public
59846752,Jeremiah Young,9th,Fisher High School,84.6,53.8,Public
10066364,Tanner Santos,10th,Fisher High School,69.4,87.4,Public
104023705,Andrew Solis,12th,Montgomery High School,69.7,79.2,Public
16924662,Andrew Taylor,12th,Silva High School,73.7,87.7,Public
124329531,Caitlin Pena,9th,Montgomery High School,90.2,,Public
99395218,Sharon Gordon,11th,Fisher High School,79.3,44.6,Public
104661646,Jessica Hunter,12th,Silva High School,51,92.4,Public
15258520,Juan Mack Jr.,12th,Fisher High School,52,37.6,Public
30094219,Denise Burch,11th,Richard High School,87.3,60.7,Charter
26572732,Jeff Hale,9th,Fisher High School,60.2,87.4,Public
83640555,Donna Wilson,10th,Campos High School,65.4,27.9,Public
97274603,Spencer Mcguire,11th,Fisher High School,82,24.8,Public
87024177,Jessica Howard,10th,Campbell High School,75.4,51.7,Public
18731303,April Hill,11th,Turner High School,72,47.5,Public
108079098,Carolyn Calderon,12th,Turner High School,37.6,38.7,Public
101959856,Adam Hill,12th,Fisher High School,84.4,60,Public
85988095,Anita Salazar,9th,Fisher High School,99.1,73.9,Public
14846357,Patrick Smith,12th,Turner High School,59.5,22,Public
42210667,Stephanie Walker,9th,Campbell High School,79.4,61.6,Public
24634177,William Myers,12th,Bowers High School,94,60.7,Public
83528033,Michael Hardy,11th,Turner High School,94.7,67.7,Public
77135429,Cristina Mccormick,10th,Fisher High School,74.4,74.6,Public
43199004,Tracy Rogers,10th,Turner High School,84.1,74.2,Public
53411840,Andrew Lee,12th,Turner High School,57.1,69.8,Public
46411420,Valerie Banks,10th,Campbell High School,,78.5,Public
96820456,Amanda Webster,9th,Montgomery High School,81.8,62.4,Public
59601272,Gary Walsh,10th,Richard High School,85.9,57.9,Charter
124941841,Eugene Strong,12th,Fisher High School,68.4,41.7,Public
53648639,Karen Walker,9th,Fisher High School,99.2,65.2,Public
17957162,Dawn Hamilton,12th,Sullivan High School,71.5,63.1,Public
24248893,Logan Guerrero,12th,Campos High School,85.8,56.1,Public
25851593,Amanda Miller,11th,Green High School,83.7,48.9,Public
25269114,Albert Robinson,10th,Silva High School,90.1,70,Public
36601554,Nicholas Martinez,11th,Turner High School,59,70.9,Public
59090456,Richard Stevens,10th,Fisher High School,90.2,89.1,Public
46303431,Melissa Gonzalez,10th,Bowers High School,43.5,45.5,Public
71882671,Nicole Collins,9th,Green High School,83.9,30.6,Public
63723023,Randy Allen,12th,Chang High School,58.2,80.2,Public
63496046,Alexander Hernandez,11th,Fisher High School,78,25.5,Public
82033684,Austin Smith,12th,Richard High School,49.4,56.7,Charter
107816605,Dominique Garcia,10th,Turner High School,,81.2,Public
64322083,Rebecca Aguirre,12th,Chang High School,50.5,72.3,Public
53352653,Marcus Baker,11th,Silva High School,91.8,89.8,Public
99103264,Terry Mack,10th,Wagner High School,77.5,92.1,Public
20240785,Dakota Johnson,10th,Campos High School,80,93.9,Public
18508277,Christina Moore,9th,Wagner High School,64.1,68.7,Public
67280724,Justin Smith,10th,Richard High School,94.8,47.6,Charter
54690974,Robyn Edwards,10th,Fisher High School,79.3,64.4,Public
72208225,Tracy Fischer,12th,Chang High School,43.2,68.3,Public
36941175,Mark Garcia,11th,Chang High School,96.5,75.7,Public
72504589,Stephanie Bond,9th,Montgomery High School,74.4,51.8,Public
19332167,Jesse Stokes,9th,Woods High School,88.1,58.7,Public
56147807,Mary Lutz,10th,Turner High School,87.7,53.8,Public
11712730,Gabriel Gutierrez,11th,Montgomery High School,56,44.1,Public
117907863,Alex Foley,11th,Richard High School,89.2,68.6,Charter
110803074,Matthew Lewis,10th,Montgomery High School,85.7,19,Public
100846245,Heather Bradley,11th,Green High School,56.4,81.9,Public
120811425,Katelyn Martinez,11th,Turner High School,97.8,60.1,Public
82996161,Pamela Trevino,12th,Wagner High School,72.3,67.1,Public
121853194,Gloria Hart,11th,Turner High School,79,,Public
120909256,Mario Morris,9th,Richard High School,72.5,45.1,Charter
84832896,Kara Davis,10th,Campbell High School,98.2,43.9,Public
42059365,Andrea Martinez,12th,Campos High School,76.2,53.8,Public
35311913,Amy Garcia,12th,Bowers High School,67.8,78.2,Public
123952093,Antonio Bailey,9th,Turner High School,77.9,69.5,Public
111664872,Johnathan Vasquez,11th,Fisher High School,77.2,47.4,Public
122156832,Barbara Kelly,11th,Turner High School,91.5,47.1,Public
106830284,Katherine James,10th,Richard High School,99.6,33.5,Charter
43309441,Brandon White,12th,Sullivan High School,75.3,66.2,Public
31221586,Jennifer Johnson,11th,Fisher High School,90.2,50.5,Public
113595305,Gloria Henderson,12th,Bowers High School,82.9,93,Public
65758986,Joseph Holland,9th,Campbell High School,90,78.8,Public
68627742,Jennifer Russell,10th,Turner High School,81.1,68.9,Public
31271976,Julie Mccarthy,12th,Silva High School,77.7,79.2,Public
52655827,Vicki Williams,11th,Montgomery High School,84.1,54.4,Public
114991542,Elizabeth Rodriguez,11th,Montgomery High School,87.3,65.8,Public
110477028,Kimberly Beard,9th,Campbell High School,86.6,99.8,Public
124812815,Stacey Greene,11th,Green High School,70.5,42,Public
78868423,William Rios,11th,Fisher High School,86,56.4,Public
82121978,Maria Glass,9th,Campbell High School,95.1,53.6,Public
127470788,Diane Perez,12th,Fisher High School,63.3,40.5,Public
25450198,Robert Jackson,10th,Richard High School,54.9,64.1,Charter
14509704,Jason Wu,9th,Woods High School,72.5,62.3,Public
38273906,Vanessa Soto,11th,Chang High School,72,89.9,Public
17251392,Brooke Martinez,9th,Chang High School,77.5,92.3,Public
22161516,Eric Jones,9th,Turner High School,70.7,71.4,Public
92561159,Antonio Hansen,11th,Wagner High School,73.5,71,Public
44654807,Melissa Townsend,9th,Fisher High School,84.4,68.1,Public
78966972,Michelle Kelley,10th,Campbell High School,78.2,98.5,Public
88404699,Samantha Strickland,9th,Turner High School,91.1,80.3,Public
114894830,Tyler Wilson,10th,Turner High School,91.4,63.4,Public
96747283,Richard Parker,10th,Fisher High School,64,57.3,Public
110929893,Jasmine Mendoza,11th,Turner High School,92.1,55.5,Public
100806531,Scott Salas,12th,Turner High School,61.7,25.3,Public
127188410,Cynthia Gregory,12th,Campbell High School,83.1,76.1,Public
120043730,Donna Foley,12th,Bowers High School,80.2,63.4,Public
85192441,Linda Perez,11th,Silva High School,94.2,80.5,Public
81263510,Leslie Hoffman,10th,Montgomery High School,,52.1,Public
14472776,Jessica Stark,9th,Campos High School,87.6,68.9,Public
29605994,Joseph Harper,12th,Bowers High School,60.8,50,Public
73599593,Stephanie Frank,10th,Campbell High School,81.4,93.6,Public
109641124,Christopher Allen,10th,Richard High School,64.9,81.8,Charter
123013592,Erin Anderson,9th,Turner High School,60.9,59.3,Public
78532924,Samantha Davis,11th,Fisher High School,47.9,49.1,Public
68259783,Charles Garrison,11th,Green High School,64.5,56.7,Public
67562251,James Todd,10th,Campbell High School,87.1,48.6,Public
20744003,Alexis Houston,9th,Fisher High School,86,71.4,Public
85083220,Candice Graham,10th,Fisher High School,76.4,54,Public
119485435,Cynthia Coleman,11th,Green High School,52.5,70.4,Public
60400255,James Rodriguez,10th,Fisher High School,95.6,,Public
79397676,Kyle Brooks,9th,Turner High School,72.6,55.4,Public
40568612,Robert Davis,12th,Richard High School,42.9,74.6,Charter
74677618,Anthony Hopkins,12th,Montgomery High School,57.8,55.6,Public
29060791,Jonathan Graham,12th,Richard High School,,75.5,Charter
23184699,Pamela Lawrence,9th,Turner High School,95.2,74.1,Public
14777141,Nicolas Ramirez,11th,Silva High School,70.3,97.7,Public
49340695,Travis Miller,12th,Chang High School,39.7,49,Public
126887327,Michael Cohen,9th,Montgomery High School,78.3,76.1,Public
38885514,Kerry Mendez,9th,Wagner High School,,73.9,Public
77043951,Robin Wong,10th,Campbell High School,94.3,98.1,Public
20183185,Alexandra Sullivan,11th,Fisher High School,50.8,60.5,Public
30833195,Scott Patterson,10th,Campbell High School,,89.9,Public
79722500,Kimberly Mcfarland,9th,Silva High School,82.1,78.4,Public
103935535,Lisa Harrison,12th,Fisher High School,88.4,75.3,Public
97052333,Bobby Barnett,10th,Campbell High School,81.6,37.7,Public
44893312,Stanley Johnson,12th,Fisher High School,,57.4,Public
73830508,Joe Young,10th,Campos High School,80.9,68.2,Public
88046918,Joshua Reyes,11th,Richard High School,85.4,68,Charter
118475967,Alexander Davenport,12th,Turner High School,55.5,,Public
62898205,Benjamin Rich,11th,Campbell High School,76.3,75.4,Public
86870160,Jeremiah George,9th,Montgomery High School,79.2,70.6,Public
111602180,Lisa Hughes,12th,Green High School,93.1,72.7,Public
29221747,Lisa Daniels,12th,Dixon High School,55.8,50.8,Charter
111811010,Scott Mccarty,11th,Richard High School,93.3,74.8,Charter
70844937,Steven Powell,9th,Turner High School,48,82.4,Public
29183241,Erik Ortiz,9th,Wagner High School,63.3,75.6,Public
11760546,Jacob Lane,12th,Chang High School,84.9,59,Public
109278416,Larry Hernandez,9th,Chang High School,85.3,51.8,Public
63937097,Brittany Lynn,12th,Green High School,65.5,86.6,Public
106756902,John Nolan,10th,Fisher High School,84.2,64.2,Public
115466788,Michele Jones,12th,Fisher High School,84.8,30.9,Public
89211632,Brian Mcmahon,10th,Richard High School,51.4,49.4,Charter
38354595,Jessica Castro,11th,Turner High School,,59,Public
85204245,Richard Bowers,11th,Richard High School,89,,Charter
52478282,Derek Little,9th,Montgomery High School,,60.1,Public
75226314,Terry Craig,10th,Montgomery High School,99.2,41.3,Public
115881091,Erin Davis,9th,Wagner High School,63.9,77.4,Public
66691592,Adam Oconnor,10th,Fisher High School,61.9,64.7,Public
14291261,Michael Wright,11th,Fisher High School,72.6,57.6,Public
52631281,Robert Bryan,9th,Fisher High School,95.5,74.5,Public
95048666,Kimberly Gallagher,9th,Chang High School,96,63.9,Public
53351366,Shannon Sanchez,10th,Turner High School,60.8,64.4,Public
81944185,Christopher Gonzalez,12th,Bowers High School,77.3,75.8,Public
99477482,Wanda Lopez,9th,Turner High School,82.8,79.1,Public
69226197,Jon Carter,9th,Montgomery High School,84,42.1,Public
116141918,Larry Morse,11th,Turner High School,93.7,61.1,Public
82681311,Carrie Jones,12th,Richard High School,62.1,70.3,Charter
61744664,Amy Davidson,9th,Richard High School,65.1,68,Charter
86645780,Donna Rodriguez,12th,Turner High School,68.1,62.2,Public
110325002,George Gates,9th,Campbell High School,94.8,53.4,Public
71137986,Stephanie Cook,9th,Campbell High School,76.4,62,Public
102817913,Gary Mills,9th,Montgomery High School,99.1,75.1,Public
24402943,Anthony Padilla,12th,Chang High School,52.5,37.6,Public
68230207,Matthew Jefferson,10th,Turner High School,74.4,49,Public
84717733,John Terrell,11th,Fisher High School,59.2,,Public
124216709,Gavin Zamora,12th,Green High School,62.5,6.3,Public
104561364,Lindsey Hart,10th,Campos High School,80.1,69.6,Public
116112060,Michelle Cook,11th,Fisher High School,82.6,63.8,Public
13964049,Matthew Rose,12th,Montgomery High School,,69.5,Public
11213970,Patrick Fritz,10th,Campbell High School,96,78.7,Public
25133994,Ann Hines,9th,Turner High School,43.6,72.1,Public
68050610,Tammy Barber,9th,Campbell High School,85,68,Public
86037521,Paige Castillo,10th,Richard High School,,55.5,Charter
85409710,Diane English,10th,Montgomery High School,,49,Public
100057474,Christian Carter,9th,Turner High School,64.8,76,Public
85079234,Alexander Mason,9th,Montgomery High School,80.7,86,Public
80540726,Frank Mcguire,12th,Green High School,50.9,40.9,Public
13044862,Jason Wilson,12th,Richard High School,20.5,72.1,Charter
17238373,Larry Anderson,12th,Richard High School,,83.1,Charter
84904384,Travis Monroe,11th,Silva High School,,56.6,Public
22745534,Elizabeth Smith,12th,Chang High School,64.9,78.7,Public
41560813,Ronald Maddox,12th,Chang High School,69.9,60.9,Public
25726712,Thomas Vazquez,9th,Chang High School,50.2,77.4,Public
25466632,Elizabeth Bryant,11th,Fisher High School,86.1,50.9,Public
68607720,Joshua Patterson,10th,Campos High School,87.8,69.4,Public
129532763,Sonia Bryan,11th,Richard High School,64.3,52.4,Charter
83401118,Kimberly Suarez,9th,Sullivan High School,78.6,34.8,Public
25587540,Andrew Wood,9th,Richard High School,57,37.2,Charter
100025370,Victoria Fletcher,10th,Turner High School,85.7,44.4,Public
94773068,Patricia Aguirre,11th,Green High School,,84.7,Public
42118921,John Sanchez,10th,Richard High School,78.7,31.2,Charter
97857619,Joel Green,9th,Sullivan High School,79.6,33.3,Public
55324142,Edward Silva,9th,Fisher High School,75.4,28,Public
16809949,Kimberly Solis,9th,Turner High School,84.9,84.4,Public
81619504,Frances Cobb,11th,Silva High School,92.9,97.3,Public
98217863,Sean Mcintosh,11th,Green High School,82.5,39.3,Public
31418920,Jill Ross,9th,Richard High School,,46.2,Charter
90540583,Cheryl Thomas,11th,Fisher High School,98.3,53.8,Public
107084372,Julie Young,9th,Campos High School,77.4,29.5,Public
82946289,Samantha Hobbs,9th,Chang High School,96.2,87.1,Public
49985788,Angela Small,12th,Fisher High School,94.3,67.2,Public
24769107,Samuel Wu,12th,Montgomery High School,79.8,55,Public
120712809,Nancy Garcia,9th,Campbell High School,,94.9,Public
47565825,Angela Frazier,11th,Turner High School,65.4,54.4,Public
111445224,Jessica Schultz,12th,Montgomery High School,76.2,,Public
55601373,Nathan Morris,11th,Fisher High School,,56.7,Public
23160626,John Jimenez,10th,Campbell High School,92.9,87.4,Public
109296100,Ashley Marshall,12th,Montgomery High School,62.8,58.4,Public
22043142,Toni Wood,11th,Fisher High School,94.5,51.1,Public
86031417,Sue Horne,10th,Richard High School,47.7,,Charter
73046897,Jamie Wade,10th,Fisher High School,88.2,61.8,Public
101304265,Oscar Myers,12th,Chang High School,51.1,76.7,Public
77474889,Kayla Butler,10th,Sullivan High School,52.4,42.5,Public
109637714,Jeffrey Hamilton,12th,Campbell High School,87.2,56.8,Public
84825670,Stacy Butler,10th,Fisher High School,98.7,75.3,Public
35666590,Brandon Owen,10th,Richard High School,84.2,36.7,Charter
67924080,Brian Hamilton,10th,Montgomery High School,69.1,40.4,Public
85799585,Ryan Austin,11th,Fisher High School,29.3,46.4,Public
104746008,Jonathan Frank,12th,Turner High School,46.1,26.2,Public
10967861,Dawn Mcmahon,9th,Turner High School,84.5,82.6,Public
95877507,Jamie Ayala,9th,Turner High School,82.3,85.3,Public
35413196,Brendan Strong,11th,Turner High School,78.1,63.3,Public
122513284,Emily Hahn,9th,Wagner High School,88.3,93.8,Public
14275407,Sandra Bishop,10th,Campos High School,87.9,70.2,Public
111587878,Mary Powers,9th,Green High School,87.4,76.6,Public
47816396,Ashley Hampton,12th,Silva High School,61.3,,Public
22380148,Robert Delgado,10th,Turner High School,76.3,61.7,Public
29685794,Anthony Tucker,12th,Turner High School,60.6,55.2,Public
71548135,Ryan Walsh,10th,Campbell High School,69.5,63.5,Public
81091834,Sarah Everett,11th,Turner High School,81.5,62.3,Public
86988625,Brett Stone,9th,Odonnell High School,67.6,88.3,Public
44130978,Max Clark,11th,Richard High School,,72.5,Charter
48287157,Matthew Ortiz,10th,Green High School,81.6,74,Public
21627501,Derrick Mccoy,10th,Turner High School,71.9,72.6,Public
50402933,Debra Kennedy,12th,Campbell High School,82.4,67.8,Public
69580846,Megan Wilson,9th,Turner High School,53.4,69.8,Public
85530032,Erik Perez,12th,Richard High School,36.1,69.8,Charter
22185220,Kimberly Hayes,9th,Montgomery High School,77.5,69.1,Public
23160626,John Jimenez,10th,Campbell High School,92.9,87.4,Public
10900695,Carl Jennings,12th,Chang High School,61.4,73.6,Public
22378202,Joseph Castillo,11th,Richard High School,77.1,70.3,Charter
15214632,Steve Avery,12th,Fisher High School,95,74.9,Public
68874252,Corey Maldonado,10th,Fisher High School,84.4,74.5,Public
125700502,Andrea Everett,10th,Campbell High School,78.2,59.9,Public
123631602,Francisco Parker,12th,Richard High School,72.5,75.9,Charter
67832923,Rachel Wilson,11th,Campos High School,57.1,82.8,Public
18304196,Christopher Jackson,12th,Campbell High School,61.8,92.9,Public
107933054,Edward Miller,12th,Chang High School,59.4,83.3,Public
93530082,Allison Mullins,9th,Campbell High School,82.6,59.8,Public
84485515,Richard Wilson,11th,Fisher High School,89.1,57.7,Public
64466716,Sean Wood,9th,Montgomery High School,85,32,Public
17204381,Aaron Walsh,11th,Campos High School,85.2,65,Public
55332244,Rachael Leblanc,10th,Fisher High School,75.3,70.3,Public
32248953,Sarah Lane,9th,Turner High School,75,79.1,Public
85265048,Brandon Collins,10th,Campos High School,88.9,52.1,Public
56658079,Troy Miller,12th,Chang High School,53.4,70.8,Public
63456549,Deborah Fox,12th,Richard High School,94.9,46.9,Charter
84726601,Andrew Skinner,11th,Chang High School,84.1,61.2,Public
99551065,Rebecca Foster,10th,Campbell High School,80.7,66.8,Public
118633712,Savannah Taylor,9th,Fisher High School,69.6,50.6,Public
48091822,Jose Ellison,9th,Fisher High School,80.1,70.6,Public
127064987,Frances Dean,11th,Silva High School,92.1,93.2,Public
34000791,Kathleen Meyer,10th,Chang High School,91.2,83.9,Public
52113987,Carlos Gonzalez,11th,Richard High School,85.1,71.7,Charter
12241543,Joseph Decker,9th,Silva High School,74.9,47.8,Public
123184117,Andrew Rodgers,10th,Fisher High School,92.9,68.1,Public
52619737,Joanna Hicks,9th,Richard High School,51.3,64.6,Charter
48260527,Bryan Brown,10th,Turner High School,60.5,60.9,Public
73353548,Robert Coleman,12th,Fisher High School,,41.4,Public
105240707,George French,12th,Woods High School,89.2,30.2,Public
121437138,Jasmine Jensen,9th,Sullivan High School,,80.3,Public
12707171,Lauren Brown,11th,Woods High School,89.4,40.7,Public
70324253,Charles Jenkins,12th,Green High School,78,48.5,Public
14389827,Lisa Elliott,11th,Richard High School,98.2,69.1,Charter
13021513,Susan Bullock,10th,Turner High School,77,44.5,Public
123257471,Michael Burns,9th,Green High School,70.8,60.7,Public
87971547,Shaun Brewer,9th,Turner High School,62,73,Public
117019625,Brian Mills,11th,Fisher High School,74.2,43.2,Public
107775908,Melanie Jones,9th,Turner High School,77.1,94.8,Public
62276403,Vanessa Baker,12th,Turner High School,40.8,42.6,Public
98884487,Robert Mckay,10th,Montgomery High School,82.5,,Public
62833370,Michelle Robinson,11th,Bowers High School,77.2,51,Public
90534890,Andrew Hebert,9th,Chang High School,61.8,,Public
35098731,Stephanie Burgess,10th,Fisher High School,91.1,67.8,Public
60868570,Mindy Miles,10th,Silva High School,90.4,67.1,Public
112936279,James Martin,12th,Richard High School,79.8,65.2,Charter
110372657,Elizabeth Norton,9th,Fisher High School,29.3,59.6,Public
40705585,Amanda Wilson,12th,Chang High School,,66.8,Public
84017909,Joseph Serrano,9th,Chang High School,66.5,60.6,Public
125584809,Nicholas Rangel,11th,Silva High School,78.7,75.4,Public
37264835,Cassandra Jones,10th,Richard High School,64.4,60.1,Charter
15176275,Jeremiah Walker,12th,Richard High School,59,91.5,Charter
79680493,Kerry Vazquez,9th,Montgomery High School,,74.3,Public
68925224,Jill Raymond,9th,Montgomery High School,,79.5,Public
77254313,Nancy Skinner,9th,Wagner High School,86.9,77.3,Public
128940518,Richard Hampton,9th,Turner High School,47.7,91.3,Public
78414767,Jade Lee,10th,Fisher High School,60.8,87.4,Public
45557822,Melissa Lane,11th,Odonnell High School,52.6,45.6,Public
30952209,Darrell Jones,12th,Turner High School,65.2,27.8,Public
82211189,Stacie Lyons,9th,Campbell High School,76.3,76.6,Public
16114388,Billy Johnson,10th,Campbell High School,59.5,92.7,Public
116962498,Whitney Morales,9th,Campos High School,95.7,,Public
47538823,Natalie Gallegos,12th,Bowers High School,93.2,55.1,Public
96608461,Alexander Chandler,12th,Turner High School,30.8,41.1,Public
36967670,Kimberly Klein,10th,Fisher High School,,48.7,Public
64705532,Monica Rowland,10th,Richard High School,40.3,73.4,Charter
67316672,Veronica Bray,9th,Richard High School,76.5,46.5,Charter
37951368,Thomas Lawson,10th,Fisher High School,88.6,21.9,Public
58297409,Michael Francis,10th,Campbell High School,90.6,93,Public
56878969,Taylor Castillo,11th,Turner High School,63,58.4,Public
121898337,Cristian Cortez,10th,Turner High School,66.6,76.4,Public
70313484,Courtney Johnson,11th,Richard High School,92.9,55.9,Charter
82276674,Chelsea Palmer,11th,Wagner High School,61,56.4,Public
75981374,Thomas Perez,9th,Montgomery High School,92.6,54.1,Public
106707579,Max Smith,9th,Campbell High School,79.2,58.8,Public
95620767,Stephanie Evans,10th,Campbell High School,,87.3,Public
80008679,Christopher Osborne,11th,Wagner High School,50.3,77.3,Public
88520939,Gabriel Nunez,11th,Fisher High School,33.1,64,Public
83386437,Jose Roberts,12th,Montgomery High School,74.1,58.6,Public
115150353,Michael Davis,9th,Wagner High School,48.6,90,Public
116309611,Andrew Hendrix,10th,Turner High School,,57.4,Public
60546656,Richard Ferrell,9th,Fisher High School,,68.3,Public
85270648,Tracey Anderson,10th,Turner High School,76.1,63.7,Public
80385130,Travis Wong,12th,Turner High School,63.3,36.3,Public
98147522,Katie Deleon,12th,Fisher High School,78,43.8,Public
37615316,Curtis Jensen,10th,Richard High School,86.8,29.4,Charter
122690482,David Smith,12th,Campbell High School,74.4,56.3,Public
122045817,Alicia Collins,9th,Turner High School,52.3,60,Public
19748117,Virginia Lee,9th,Chang High School,57,64.1,Public
63323193,Joseph Stafford,11th,Turner High School,,37.9,Public
71939359,Sarah Bonilla,10th,Campbell High School,,72.1,Public
45500400,Daniel Moore,11th,Turner High School,98.4,66.7,Public
45517765,Keith Manning,12th,Fisher High School,63.7,41.2,Public
103878812,Evan Vasquez,11th,Campos High School,78,64,Public
48043168,Nicole Lane,10th,Odonnell High School,79,76.8,Public
61877515,Matthew Thornton,12th,Chang High School,,78.3,Public
76966550,Michael Sampson,10th,Turner High School,61.8,53.1,Public
25320532,Patrick Robertson,12th,Campbell High School,78.6,49.6,Public
36909201,Ryan Patterson,10th,Campbell High School,,79.1,Public
86198981,Jennifer Bates,11th,Fisher High School,88.7,65.9,Public
80571847,Jack Wade,12th,Fisher High School,69.5,53,Public
95308898,Rebecca Shaw,12th,Green High School,71.1,77,Public
16325698,Andrea Hawkins,10th,Fisher High School,94.8,68.4,Public
58432934,Heather Turner,9th,Montgomery High School,89,18.4,Public
115289350,Steven Vasquez,9th,Montgomery High School,90.2,76.5,Public
71447870,Laura Bentley,10th,Montgomery High School,76.5,60.5,Public
22193102,Ashley Perez,9th,Chang High School,87,69.2,Public
26504784,Christopher Crane,11th,Green High School,91.7,36.6,Public
107557359,Susan Short,9th,Chang High School,98.4,69.5,Public
113968372,Lee Obrien,9th,Richard High School,,43.2,Charter
116112798,Dana Robinson,12th,Odonnell High School,37.9,59.7,Public
20526483,Phillip Allen,9th,Campbell High School,85.1,39.9,Public
66119786,April Lee,10th,Sullivan High School,77.4,51.6,Public
21547092,Joseph Anderson,10th,Dixon High School,67.9,90.9,Charter
68295556,Lauren Thomas,10th,Fisher High School,71.9,,Public
116540616,Tyler Jones,9th,Fisher High School,68.2,74.2,Public
25755547,Mark Gardner,11th,Fisher High School,85.2,61.1,Public
55374176,John Robertson,12th,Campbell High School,70.3,73.6,Public
87311071,Jennifer Brown,11th,Silva High School,,68.5,Public
102980523,Tammy Dixon,12th,Montgomery High School,91.8,,Public
85709397,Richard Ross,10th,Fisher High School,,84.8,Public
84829951,Phillip Reynolds,11th,Turner High School,65.8,27.8,Public
22453347,Ruth Schultz,9th,Campos High School,73.3,48.1,Public
29788565,Jonathan Mays,11th,Fisher High School,45.2,56.7,Public
90838952,Carlos Warren,11th,Richard High School,95.4,50.6,Charter
109106067,Dawn Murphy,12th,Richard High School,64.8,72.2,Charter
29490772,Robert Medina,10th,Campbell High School,91.7,84.5,Public
40288167,Chad Kemp,10th,Fisher High School,,55,Public
111677733,Jennifer Turner,9th,Silva High School,83.4,51.2,Public
88757760,Sharon Wolfe,9th,Turner High School,,85.8,Public
39292177,Jorge Fry,12th,Turner High School,73.7,55.4,Public
89026982,Thomas Murillo,11th,Silva High School,76.8,44.3,Public
106813832,Alexis Norton,11th,Turner High School,,57.3,Public
97363132,Robert Palmer,10th,Sullivan High School,88.1,60.5,Public
81742730,Erika Martinez,11th,Dixon High School,91,54.3,Charter
127414508,Cassandra Cardenas,11th,Green High School,55.8,68.2,Public
114322658,Scott Blake,11th,Dixon High School,,65.5,Charter
40087575,Jennifer Wood,10th,Wagner High School,90.4,63.7,Public
127354406,Melissa Cox,9th,Chang High School,95.6,97.8,Public
60818834,Keith Gomez,12th,Turner High School,53.7,72.8,Public
56022375,Tony Morris,12th,Bowers High School,80.8,45.8,Public
82930266,Cindy Wright,9th,Montgomery High School,87,58.3,Public
73457923,Christina Saunders,9th,Richard High School,75.2,31.4,Charter
67597844,Alicia Cohen,10th,Richard High School,92.4,74.9,Charter
81269077,Brandon Bradley,12th,Fisher High School,68.9,65.5,Public
79995926,Gabriela Porter,12th,Montgomery High School,81.2,47.3,Public
102061235,Amy Taylor,9th,Turner High School,55.8,85.6,Public
15667632,Henry Mullins,10th,Fisher High School,88.3,72,Public
114587888,Misty Hart,10th,Bowers High School,46.9,62.4,Public
103071101,Carmen Howard,10th,Turner High School,83.3,60.1,Public
32138571,Mary Davis,10th,Richard High School,65,39.1,Charter
70251054,Jonathan Hayes,9th,Campbell High School,,49.1,Public
74808911,Brandon Woodard,12th,Fisher High School,97.5,61.5,Public
76294280,Tami Schultz,11th,Turner High School,80.2,91.5,Public
51792891,Ruben Brown,12th,Fisher High School,83.9,32.8,Public
58246146,Matthew Williams,11th,Turner High School,82.2,33.6,Public
52343016,Todd Smith,9th,Fisher High School,95.3,77.7,Public
129999733,Cynthia Jones,11th,Wagner High School,,,Public
33905871,Nicole Figueroa,10th,Richard High School,75.1,45.3,Charter
23838369,Elizabeth Ruiz,12th,Silva High School,,87,Public
76496677,Drew Horn,12th,Richard High School,,75.3,Charter
19070212,David Blair,11th,Richard High School,72.2,68.2,Charter
14066014,Kelsey Gonzalez,9th,Chang High School,85.7,,Public
33495527,Carolyn Hoffman,9th,Fisher High School,94.6,39.5,Public
23269572,Shannon Smith,10th,Turner High School,81.5,73.6,Public
48121190,Angela Price,9th,Wagner High School,48.4,74.8,Public
64677123,Christopher Wilkerson,12th,Fisher High School,87.3,39.1,Public
77164005,Erika Willis,11th,Turner High School,85,75.3,Public
79055581,Casey Hobbs,9th,Fisher High School,87.6,,Public
50201286,Brandon Santiago,10th,Fisher High School,,78,Public
117892091,Casey Wall,11th,Richard High School,87.8,58.3,Charter
20289322,Tara Wells,12th,Chang High School,51.7,73.2,Public
21029947,Eric Rivera,10th,Silva High School,79.4,78.3,Public
